대화엄수좌원통양중대사균여전	대화엄수좌원통양중대사규녀전
해발쪽해발쪽하다	해발쪼캐발쪼카다
해반닥해반닥하다	해반다캐반다카다
항라머리검독수리	항나머리검독쑤리
할래발딱할래발딱	할래발따칼래발따
할기족할기족하다	할기조칼기조카다
한드작한드작하다	한드자칸드자카다
한국얼룩날개모기	한구걸룽날개모기
하비작하비작하다	하비자카비자카다
하느작하느작하다	하느자카느자카다
푸르락누르락하다	푸르랑누르라카다
푸드득푸드득하다	푸드득푸드드카다
푸드덕푸드덕하다	푸드덕푸드더카다
푸두둑푸두둑하다	푸두둑푸두두카다
푸다닥푸다닥하다	푸다닥푸다다카다
포드득포드득하다	포드득포드드카다
포드닥포드닥하다	포드닥포드다카다
포도독포도독하다	포도독포도도카다
펄러덕펄러덕하다	펄러덕펄러더카다
퍼서석퍼서석하다	퍼서석퍼서서카다
퍼드덕퍼드덕하다	퍼드덕퍼드더카다
팔점박이먼지벌레	팔쩜바기먼지벌레
팔라닥팔라닥하다	팔라닥팔라다카다
파사삭파사삭하다	파사삭파사사카다
파드득파드득하다	파드득파드드카다
파드닥파드닥하다	파드닥파드다카다
특진보국삼중대광	특찐보국쌈중대광
흰지느러미엉겅퀴	힌지느러미엉겅퀴
흰죽지제비갈매기	힌죽찌제비갈매기
흰죽지꼬마물떼새	힌죽찌꼬마물떼새
흰점박이꽃바구미	힌점바기꼳빠구미
흰띠알락수시렁이	힌띠알락쑤시렁이
흰눈썹쇠논종다리	힌눈썹쐬논쫑다리
희번덕희번덕하다	히번더키번더카다
희끗희끗박쥐나비	히끄티끋빡쮜나비
흠정역대기사연표	흠정녁때기사연표
흠정공정주법칙례	흠정공정주법칭녜
흠정고금도서집성	흠정고금도서집썽
흘기죽흘기죽하다	흘기주클기주카다
흘근번쩍흘근번쩍	흘근번쩌클근번쩌
흔드적흔드적하다	흔드저큰드저카다
흑다색우단풍뎅이	흑따새구단풍뎅이
흐늘쩍흐늘쩍하다	흐늘쩌크늘쩌카다
흐느적흐느적하다	흐느저크느저카다
훔치적훔치적하다	훔치저쿰치저카다
훌꺼덕훌꺼덕하다	훌꺼더쿨꺼더카다
훌근번쩍훌근번쩍	훌근번쩌쿨근번쩌
후비적후비적하다	후비저쿠비저카다
후루룩후루룩하다	후루루쿠루루카다
후드득후드득하다	후드드쿠드드카다
후닥닥후닥닥하다	후닥따쿠닥따카다
후다닥후다닥하다	후다다쿠다다카다
화드득화드득하다	화드드콰드드카다
화동정음통석운고	화동정음통서군고
화닥닥화닥닥하다	화닥따콰닥따카다
홍딱지개미반날개	홍딱찌개미반날개
홍두깨생갈이하다	홍두깨생가리하다
홈치작홈치작하다	홈치자콤치자카다
홀까닥홀까닥하다	홀까다콜까다카다
사오락사오락하다	사오락싸오라카다
사부작사부작하다	사부작싸부자카다
사르륵사르륵하다	사르륵싸르르카다
사닥다리분하하다	사닥따리분하하다
사과먹장님노린재	사과먹짱님노린재
사고전서총목제요	사고전서총목쩨요
사고전서간명목록	사고전서간명몽녹
삐트적삐트적하다	삐트적삐트저카다
삐쭈룩삐쭈룩하다	삐쭈룩삐쭈루카다
삐주룩삐주룩하다	삐주룩삐주루카다
삐드득삐드득하다	삐드득삐드드카다
삐꺼덕삐꺼덕하다	삐꺼덕삐꺼더카다
삐거덕삐거덕하다	삐거덕삐거더카다
쀼주룩쀼주룩하다	쀼주룩쀼주루카다
뿌지직뿌지직하다	뿌지직뿌지지카다
뿌스럭뿌스럭하다	뿌스럭뿌스러카다
뿌서석뿌서석하다	뿌서석뿌서서카다
뿌드득뿌드득하다	뿌드득뿌드드카다
뿌두둑뿌두둑하다	뿌두둑뿌두두카다
뾰조록뾰조록하다	뾰조록뾰조로카다
뽀스락뽀스락하다	뽀스락뽀스라카다
뽀사삭뽀사삭하다	뽀사삭뽀사사카다
뽀드득뽀드득하다	뽀드득뽀드드카다
뽀도독뽀도독하다	뽀도독뽀도도카다
뻐스럭뻐스럭하다	뻐스럭뻐스러카다
뻐서석뻐서석하다	뻐서석뻐서서카다
뻐르적뻐르적하다	뻐르적뻐르저카다
뻐꺼덕뻐꺼덕하다	뻐꺼덕뻐꺼더카다
뻐거덕뻐거덕하다	뻐거덕뻐거더카다
뺘드득뺘드득하다	뺘드득뺘드드카다
빼트작빼트작하다	빼트작빼트자카다
빼쭈룩빼쭈룩하다	빼쭈룩빼쭈루카다
빼주룩빼주룩하다	빼주룩빼주루카다
빼까닥빼까닥하다	빼까닥빼까다카다
빼가닥빼가닥하다	빼가닥빼가다카다
빠지직빠지직하다	빠지직빠지지카다
빠스락빠스락하다	빠스락빠스라카다
빠사삭빠사삭하다	빠사삭빠사사카다
빠르작빠르작하다	빠르작빠르자카다
빠드득빠드득하다	빠드득빠드드카다
빠까닥빠까닥하다	빠까닥빠까다카다
빠가닥빠가닥하다	빠가닥빠가다카다
비트적비트적하다	비트적삐트저카다
비치적비치적하다	비치적삐치저카다
비쭈룩비쭈룩하다	비쭈룩삐쭈루카다
비주룩비주룩하다	비주룩삐주루카다
비비적비비적하다	비비적삐비저카다
비거덕비거덕하다	비거덕삐거더카다
붉은줄푸른자나방	불근줄푸른자나방
붉은머리오목눈이	불근머리오몽누니
붉은긴다리원숭이	불근긴다리원숭이
붉은갈고리밤나방	불근갈고리밤나방
붉은가슴밭종다리	불근가슴받쫑다리
붉은가슴논종다리	불근가슴논종다리
붉으락푸르락하다	불그락푸르라카다
불모대공작명왕경	불모대공장명왕경
분류두공부시언해	불류두공부시언해
북방긴발톱할미새	북빵긴발토팔미새
북방검은머리쑥새	북빵거믄머리쑥쌔
부채장수잠자릿과	부채장수잠자리꽈
부지직부지직하다	부지직뿌지지카다
부스럭부스럭하다	부스럭뿌스러카다
부서석부서석하다	부서석뿌서서카다
부드득부드득하다	부드득뿌드드카다
부두둑부두둑하다	부두둑뿌두두카다
본래자성청정열반	볼래자성청정녈반
복숭아잎말이나방	복쑹아임마리나방
보스락보스락하다	보스락뽀스라카다
보사삭보사삭하다	보사삭뽀사사카다
보드득보드득하다	보드득뽀드드카다
보도독보도독하다	보도독뽀도도카다
별박이명주잠자리	별바기명주잠자리
벽상삼한삼중대광	벽쌍삼한삼중대광
벚나무사향하늘소	번나무사향하늘쏘
벌집무늬명밤나비	벌찝무니명밤나비
버스럭버스럭하다	버스럭뻐스러카다
버서석버서석하다	버서석뻐서서카다
버르적버르적하다	버르적뻐르저카다
버들수중다리잎벌	버들수중다리입뻘
버거덕버거덕하다	버거덕뻐거더카다
뱌비작뱌비작하다	뱌비작뺘비자카다
백운쇠물푸레나무	배군쇠물푸레나무
배홍무늬침노린재	배홍무니침노린재
배트작배트작하다	배트작빼트자카다
배치작배치작하다	배치작빼치자카다
배쭈룩배쭈룩하다	배쭈룩빼쭈루카다
배주룩배주룩하다	배주룩빼주루카다
배노랑물결자나방	배노랑물껼자나방
배나무흰깍지벌레	배나무힌깍찌벌레
배나무귤깍지벌레	배나무귤깍찌벌레
배가닥배가닥하다	배가닥빼가다카다
반야바라밀다심경	바냐바라밀따심경
박각시살이맵시벌	박깍씨사리맵씨벌
바지직바지직하다	바지직빠지지카다
바위족제비고사리	바위족쩨비고사리
바스락바스락하다	바스락빠스라카다
바사삭바사삭하다	바사삭빠사사카다
바르작바르작하다	바르작빠르자카다
바드득바드득하다	바드득빠드드카다
바가닥바가닥하다	바가닥빠가다카다
밑들이붙이각다귀	믿뜨리부치각따귀
밀치락달치락하다	밀치락딸치라카다
미루적미루적하다	미루정미루저카다
뭉그적뭉그적하다	뭉그정뭉그저카다
문치적문치적하다	문치정문치저카다
무늬수중다리좀벌	무니수중다리좀벌
무늬뾰족날개나방	무니뾰종날개나방
무늬박이제비나비	무니바기제비나비
몽그작몽그작하다	몽그장몽그자카다
목도리여우원숭이	목또리여우원숭이
제꽃가루받이하다	제꼳까루바지하다
제꺼덕제꺼덕하다	제꺼덕쩨꺼더카다
정복합체포자동물	정보캅체포자동물
정경부인윤씨행장	정경부인뉸씨행장
절퍼덕절퍼덕하다	절퍼덕쩔퍼더카다
절커덕절커덕하다	절커덕쩔커더카다
절써덕절써덕하다	절써덕쩔써더카다
절버덕절버덕하다	절버덕쩔버더카다
절꺼덕절꺼덕하다	절꺼덕쩔꺼더카다
절그럭절그럭하다	절그럭쩔그러카다
절거덕절거덕하다	절거덕쩔거더카다
재까닥재까닥하다	재까닥째까다카다
잘파닥잘파닥하다	잘파닥짤파다카다
잘카닥잘카닥하다	잘카닥짤카다카다
잘싸닥잘싸닥하다	잘싸닥짤싸다카다
잘바닥잘바닥하다	잘바닥짤바다카다
잘록허리왕잠자리	잘로커리왕잠자리
잘까닥잘까닥하다	잘까닥짤까다카다
잘그락잘그락하다	잘그락짤그라카다
잘가닥잘가닥하다	잘가닥짤가다카다
작은주홍부전나비	자근주홍부전나비
작은종조할아버지	자근종조하라버지
작은종조할아버님	자근종조하라버님
작은부레관해파리	자근부레관해파리
작은갈고리밤나방	자근갈고리밤나방
자진오채질굿장단	자지노채질굳짱단
자분닥자분닥하다	자분닥짜분다카다
자부락자부락하다	자부락짜부라카다
자드락자드락하다	자드락짜드라카다
자근덕자근덕하다	자근덕짜근더카다
자그락자그락하다	자그락짜그라카다
처갓집살이하다	처가찝싸리하다
채신머리사납다	채신머리사납따
창살어리박각시	창싸러리박깍씨
참줄뭉툭맵시벌	참줄뭉퉁맵씨벌
참나무겨우살이	참나무겨우사리
찰파닥찰파닥하	찰파닥찰파다카
찰카닥찰카닥하	찰카닥찰카다카
찰싸닥찰싸닥하	찰싸닥찰싸다카
찰바닥찰바닥하	찰바닥찰바다카
찰까닥찰까닥하	찰까닥찰까다카
찰가닥찰가닥하	찰가닥찰가다카
차일봉지옥나비	차일봉지옹나비
차근덕차근덕하	차근덕차근더카
찌르륵찌르륵하	찌르륵찌르르카
찌드럭찌드럭하	찌드럭찌드러카
찌근덕찌근덕하	찌근덕찌근더카
찌그럭찌그럭하	찌그럭찌그러카
쭈르륵쭈르륵하	쭈르륵쭈르르카
쫘르륵쫘르륵하	쫘르륵쫘르르카
쪼르륵쪼르륵하	쪼르륵쪼르르카
쩨꺼덕쩨꺼덕하	쩨꺼덕쩨꺼더카
쩔커덕쩔커덕하	쩔커덕쩔커더카
쩔꺼덕쩔꺼덕하	쩔꺼덕쩔꺼더카
쩔그럭쩔그럭하	쩔그럭쩔그러카
쩔거덕쩔거덕하	쩔거덕쩔거더카
째까닥째까닥하	째까닥째까다카
짧은꼬리살쾡이	짤븐꼬리살쾡이
짤카닥짤카닥하	짤카닥짤카다카
짤까닥짤까닥하	짤까닥짤까다카
짤그락짤그락하	짤그락짤그라카
짤가닥짤가닥하	짤가닥짤가다카
짜르륵짜르륵하	짜르륵짜르르카
짜드락짜드락하	짜드락짜드라카
짜근덕짜근덕하	짜근덕짜근더카
짜그락짜그락하	짜그락짜그라카
질퍼덕질퍼덕하	질퍼덕찔퍼더카
질커덕질커덕하	질커덕찔커더카
질버덕질버덕하	질버덕찔버더카
지분덕지분덕하	지분덕찌분더카
지부럭지부럭하	지부럭찌부러카
지리산숲고사리	지리산숩꼬사리
지드럭지드럭하	지드럭찌드러카
지느러미부식병	지느러미부식뼝
지난적나아가기	지난정나아가기
지근덕지근덕하	지근덕찌근더카
지그럭지그럭하	지그럭찌그러카
증수무원록언해	증수무원노건해
쥐똥밀깍지벌레	쥐똥밀깍찌벌레
쥐눈이콩도드리	쥐누니콩도드리
중미리버슷스리	중미리버슫쓰리
중간노걸대언해	중간노걸때언해
줄타기놀음하다	줄타기노름하다
주물럭주물럭하	주물럭쭈물러카
주머니떨이하다	주머니떠리하다
주르륵주르륵하	주르륵쭈르르카
좌르륵좌르륵하	좌르륵쫘르르카
종증조할아버지	종증조하라버지
좁은잎사위질빵	조븐닙싸위질빵
좁은잎덩굴용담	조븐닙떵굴룡담
좁은잎가막사리	조븐닙까막싸리
좁은가슴잎벌레	조븐가슴닙뻘레
좀잠자리각다귀	좀잠자리각따귀
졸참나무하늘소	졸참나무하늘쏘
족사부착쇄조개	족싸부착쐐조개
조불식석불식하	조불씩썩뿔씨카
조몰락조몰락하	조몰락쪼몰라카
조르륵조르륵하	조르륵쪼르르카
대승법원의림장	대승버붜늬림장
대그락대그락하	대그락때그라카
당송팔대가문초	당송팔때가문초
담흑납작맵시벌	담흥납짱맵씨벌
달카닥달카닥하	달카닥딸카다카
달유리고치나방	달류리고치나방
달까닥달까닥하	달까닥딸까다카
달그락달그락하	달그락딸그라카
달가닥달가닥하	달가닥딸가다카
단향이로통신법	단향이로통신뻡
닥다글닥다글하	닥따글닥따글하
닥다그르르하다	닥따그르르하다
다섯목가래질하	다선목까래질하
다섯닢젖솔배기	다선닙젇쏠배기
다보록다보록하	다보록따보로카
다르륵다르륵하	다르륵따르르카
다듬작다듬작하	다듬작따듬자카
다다닥다다닥하	다다닥따다다카
늦은중모리장단	느즌중모리장단
는지럭는지럭하	는지렁는지러카
눈썹참갯지렁이	눈썹참개찌렁이
눈박이알노린재	눈바기알로린재
눈많은그늘나비	눈마는그늘라비
눈꺼풀틈새축소	눈꺼풀틈새축쏘
눈곱자기만하다	눈꼽짜기만하다
누운까치밥나무	누운까치밤나무
누운괴불주머니	누운괴불쭈머니
누에자리넓히기	누에자리널피기
누리척지근하다	누리척찌근하다
누르락푸르락하	누르락푸르라카
누르락붉으락하	누르락뿔그라카
높은산지옥나비	노픈산지옹나비
높은산뱀눈나비	노픈산뱀눈나비
높은산노랑나비	노픈산노랑나비
높으락낮으락하	노프랑나즈라카
노리착지근하다	노리착찌근하다
노랑하늘소붙이	노랑하늘쏘부치
노랑털알락나방	노랑터랄랑나방
노랑줄점하늘소	노랑줄점하늘쏘
노란목도리담비	노란목또리담비
네점박이노린재	네점바기노린재
네발가락도롱뇽	네발까락또롱뇽
네무늬가지나방	네무니가지나방
네눈박이하늘소	네눈바기하늘쏘
넓은잎화살나무	널븐니퐈살라무
넓은잎쥐오줌풀	널븐닙쮜오줌풀
